@relation 'dataset_corrected_only_comments_and_manually_revised_subset_(only comments and class)-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Llast-weka.filters.unsupervised.instance.Randomize-S42'

@attribute text string
@attribute is_directive {directive,non-directive}

@data
'</p>\n',non-directive
'@param value the new default value of the preference\n',non-directive
' Returns the stored representation of the given array of FontData objects.\n The stored representation has the form FontData;FontData;\n Only includes the non-null entries.\n \n @param fontData the array of FontData objects\n @return the stored representation of the FontData objects\n @since 3.0\n',directive
' Returns whether this wizard needs Previous and Next buttons.\n <p>\n The result of this method is typically used by the container.\n </p>\n\n @return <code>true</code> if Previous and Next buttons are required,\n   and <code>false</code> if none are needed\n',directive
'The error dialog will only be displayed if there is at least\n one child status matching the mask.\n \n',directive
'@link org.eclipse.jface.text.contentassist.IContentAssistant} to\n allow to install a content assistant on the given\n {',non-directive
' Convenience API. Converts the long <code>value</code> to a string and\n adds the pair <code>key/value</code> to this dialog settings.\n \n @param key\n            the key.\n @param value\n            the value to be associated with the <code>key</code>\n',non-directive
' Gets a double from a Map in a null-safe manner.\n ',non-directive
'@param name\n            the name of the preference this field editor works on\n ',non-directive
' Checks with the given progress monitor and throws\n <code>InterruptedException</code> if it has been canceled.\n <p>\n Code in a long-running operation should call this method regularly so\n that a request to cancel will be honored.\n </p>\n <p>\n Convenience for:\n \n <pre>\n if (monitor.isCanceled())\n \tthrow new InterruptedException();\n </pre>\n \n </p>\n \n @param monitor\n            the progress monitor\n @exception InterruptedException\n                if cancelling the operation has been requested\n @see IProgressMonitor#isCanceled()\n',directive
'Implementations should funnel all preference\n changes through this method.\n ',directive
'@param defaultValue  return if the value is null or if the\n     conversion fails\n ',non-directive
'@author <a href=\"mailto:bloritsch@apache.org\">Berin Loritsch</a>\n ',non-directive
'Convenience method equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().get(JFaceResources.TEXT_FONT)\n </pre>\n \n ',directive
'@return an immutable version of the iterator\n',non-directive
?,non-directive
' Sets the margins for layouts created with this factory. The margins\n specify the number of pixels of horizontal and vertical margin that will\n be placed along the left/right and top/bottom edges of the layout. Note\n that these margins will be added to the ones specified by\n {@link #extendedMargins(int, int, int, int)}.\n \n @param width\n            margin width (pixels)\n @param height\n            margin height (pixels)\n @return this\n @see #spacing(int)\n',directive
' Sets the default value of the preference with the given name\n in the given preference store.\n\n @param store the preference store\n @param name the name of the preference\n @param value the new default value of the preference\n',non-directive
' Convert the given value into an array of SWT font data objects.\n \n',non-directive
'<LI>Standard mappings for SQL types to classes and interfaces in the \n      Java programming language\n  <UL>\n\t ',non-directive
'@param store the preference store, or <code>null</code> if none\n ',directive
'When the agent is started after VM startup the <code>premain</code>\nmethod is not invoked.\n\n\n',directive
'@return the value in the Map as a Float, <code>null</code> if null map input\n',non-directive
'@return a copy of the given FontData\n ',non-directive
'This\npackage includes a few small standardized extensible frameworks, as\nwell as some classes that provide useful functionality and are\notherwise tedious or difficult to implement.  ',non-directive
' Gets a list iterator over an object array.\n\n @param array  the array over which to iterate\n @return  a list iterator over the array\n @throws NullPointerException if array is null\n',non-directive
'Overrides\n characters in the center of the original string with an ellipsis (\"...\")\n if necessary. ',directive
' Show the new message in the message text and update the image. Base the\n background color on whether or not there are errors.\n \n @param newMessage\n            The new value for the message\n @param newType\n            One of the IMessageProvider constants. If newType is\n            IMessageProvider.NONE show the title.\n @see IMessageProvider\n',directive
'Has no affect if the\n listener is not registered.\n \n',directive
'@link\njava.util.concurrent.locks.ReentrantReadWriteLock}, is provided, since\nit covers most standard usage contexts. ',directive
'<p>Note: None of the classes in this package maintain global state.\n<br>&nbsp;\n',directive
' Button id for a \"Finish\" button (value 16).\n',non-directive
'Note that this method\n does not save the preference store itself; it just stores the\n values back into the preference store.\n\n ',directive
'@throws LineIndexOutOfBoundsException if <code>-delta</code> &gt;= {',directive
'<li><tt><big><strong>org.eclipse.jface.text.templates</strong></big></tt></li>\n  ',directive
' Fill specifies whether the controls in a row should be all the same\n height for horizontal layouts, or the same width for vertical layouts.\n \n',non-directive
'@param comparator  the comparator to use, may be null for natural order\n ',directive
'<li><a href=\n    \"{@docRoot}/../technotes/guides/security/crypto/HowToImplAProvider.html\"><b>\n    How to Implement a Provider for the Java Cryptography Architecture\n    </b></a></li>\n  ',non-directive
'@param parentShell\n            the parent shell, or <code>null</code> to create a top-level\n            shell\n',directive
'The advantage of this implementation is that the shell is accessable\n once the container is created even though this page\'s control may not \n yet be created.\n',directive
'@param map  the map to use\n ',non-directive
'\nProvides a content assist add-on for implementors of <tt>IContentAssistSubjectControl</tt>.\nContent assist supports the user in writing&nbsp; by proposing context\nsensitive completions at a given position. A completion can also\nbe a incomplete in itself and content assist provides means to deal with\nnested completions.\n<h2>\nPackage Specification</h2>\n<tt>ISubjectControlContentAssistant</tt> defines the concept of the content assist add-on.\nIt collaborates with content type specific completion processors (<tt>ISubjectControlContentAssistProcessor</tt>)\nin order to generate completion proposals (<tt>ICompletionProposal</tt>)\nvalid at the current document position. The package provides a default\nimplementation <tt>SubjectControlContentAssistant</tt> which completely defines and implements\nthe UI and the control flow for content assist.\n<br>\n<br>\n<strong>Deprecated, as of 3.2, replaced by Platform UI\'s field assist support</strong>\n',directive
'If newType is\n            IMessageProvider.NONE show the title.\n ',directive
'The methods of all classes in {@code java.util.concurrent} and its\nsubpackages extend these guarantees to higher-level\nsynchronization. ',directive
' Returns an array of colors with hues evenly distributed on the hue wheel defined by the <a\n href=\"http://en.wikipedia.org/wiki/HSV_color_space\">HSB color space</a>. The returned array\n has size <code>steps</code>. The distance <var>d</var> between two successive colors is\n in [120&#176;,&nbsp;180&#176;].\n <p>\n The color at a given <code>index</code> has the hue returned by\n {@linkplain #computeHue(int) computeHue(index)}; i.e. the computed hues are not equidistant,\n but adaptively distributed on the color wheel.\n </p>\n <p>\n The first six colors returned correspond to the following {@link SWT} color constants:\n {@link SWT#COLOR_RED red}, {@link SWT#COLOR_GREEN green}, {@link SWT#COLOR_BLUE blue},\n {@link SWT#COLOR_YELLOW yellow}, {@link SWT#COLOR_CYAN cyan},\n {@link SWT#COLOR_MAGENTA magenta}.\n </p>\n\n @param steps the requested size, must be &gt;= 2\n @return an array of <code>steps</code> colors evenly distributed on the color wheel\n',directive
?,non-directive
'@author <a href=\"mailto:ggregory@seagullsw.com\">Gary Gregory</a>\n',non-directive
'<li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n',non-directive
'<li>A write to a {@code volatile} field <i>happens-before</i> every\n  subsequent read of that same field. ',directive
' Adds an image to decorated field to be shown in the message area.\n \n @param image\n            desired image to be shown in the ImageAndMessageArea\n',directive
'Selections of a revision can currently happen in\n following ways - note that this list may be changed in the future:\n <ul>\n ',directive
'\n\nProvides classes that are fundamental to the design of the Java\nprogramming language. ',non-directive
'Failure to do this may result in an {',directive
'<LI><code>Date</code> class -- mapping for SQL <code>DATE</code> \n\t  ',non-directive
' Deallocates anything that was allocated by createFont, given a font\n that was allocated by an equal FontDescriptor.\n \n',non-directive
?,non-directive
'@param oldValue the old value object, or <code>null</code>\n ',directive
'The resource will remain allocated for at least the lifetime\n of this resource manager. ',directive
'@link GC} for all model (document) lines in\n <code>visibleModelLines</code>.\n\n ',non-directive
' Clears any adjusted ranges, restoring the original range.\n',non-directive
'@param defaultValue  what to return if the value is null or if the\n     conversion fails\n  ',non-directive
'@param dialogTitle\n            the dialog title, or <code>null</code> if none\n ',directive
'When many threads are expected to access a given collection,\na <tt>ConcurrentHashMap</tt> is normally preferable to\na synchronized <tt>HashMap</tt>, and a\n<tt>ConcurrentSkipListMap</tt> is normally preferable\nto a synchronized <tt>TreeMap</tt>. ',directive
' The <code>WizardSelectionPage</code> implementation of \n this <code>IWizardPage</code> method returns the first page \n of the currently selected wizard if there is one.\n',non-directive
'Returns the default-default value (<code>FONTDATA_ARRAY_DEFAULT_DEFAULT</code>) \n is no default preference with the given name, or if the default \n value cannot be treated as font data.\n\n ',directive
'@link org.eclipse.jface.text.contentassist.IContextInformationPresenter} to\n allow to install a content assistant on the given\n {',non-directive
'@author James Carman\n',non-directive
' Creates a new abstract preference page with the given title and image.\n\n @param title the title of this preference page\n @param image the image for this preference page,\n  or <code>null</code> if none\n',non-directive
'<br>\n<strong>Deprecated, as of 3.2, replaced by Platform UI\'s field assist support</strong>\n',directive
'<li>Actions prior to calling {@code CyclicBarrier.await}\n  <i>happen-before</i> actions performed by the barrier action, and\n  actions performed by the barrier action <i>happen-before</i> actions\n  subsequent to a successful return from the corresponding {@code await}\n  in other threads.\n\n',directive
'@link org.eclipse.jface.text.IInformationControlCreator}\n must create an information control expecting information in the same format the configured\n {',directive
'There are no modeling restrictions on what the agent <code>premain</code> method may do.\n',directive
'@return the wizard node, or <code>null</code> if no node is selected\n',directive
'<p>\n This image descriptor will be used to generate an image for a page with\n no image of its own; the image will be computed once and cached.\n ',directive
' The BufferOverflowException is used when the buffer\'s capacity has been\n exceeded.\n\n @since Commons Collections 2.1\n @version $Revision: 956279 $ $Date: 2010-06-19 21:47:48 +0200 (Sat, 19 Jun 2010) $\n\n @author Avalon\n @author <a href=\"mailto:bloritsch@apache.org\">Berin Loritsch</a>\n @author <a href=\"mailto:jefft@apache.org\">Jeff Turner</a>\n @author Paul Jack\n @author Stephen Colebourne\n',non-directive
'@link ILabelProvider}, or <code>null</code>\n \tif no visual feedback should be shown\n',directive
'@param transformer1  the first transformer\n ',non-directive
' Creates a new empty dialog page.\n',non-directive
?,non-directive
?,non-directive
' Return the layout for the composite that contains\n the pages.\n ',non-directive
'@see org.apache.commons.collections.functors.ChainedTransformer\n \n ',non-directive
'@param increment\n            a value greater than 0.\n ',directive
' @return the current information control, or <code>null</code> if none available\n',non-directive
'@param newErrorMessage\n            the errorMessage to display or <code>null</code>\n',directive
'@return <code>true</code> if a progress monitor is required,\n   and <code>false</code> if none is needed\n',non-directive
'@return the list of fonts that have been found on this system\n ',non-directive
' Installs this presenter for the given context information.\n\n ',non-directive
' The tray dialog\'s default layout is a modified version of the default\n <code>Window</code> layout that can accomodate a tray, however it still\n conforms to the description of the <code>Window</code> default layout.\n ',non-directive
' Creates a new content assistant. The content assistant is not automatically activated,\n overlays the completion proposals with context information list if necessary, and\n shows the context information above the location at which it was activated. If auto\n activation will be enabled, without further configuration steps, this content assistant\n is activated after a 500 ms delay. It uses the default partitioning.\n',directive
' Apply the data to the receiver. By default do nothing.\n @param data\n @since 3.1\n',non-directive
'@deprecated use setErrorMessage(String) instead\n',directive
?,non-directive
'Only listeners registered at the time this method is called are notified.\n\n ',directive
'The quick assist assistant implementation in\nthis package can show the quick assists that are available on the current line.\n',directive
'@param falseTransformer  the transformer called if the predicate is false\n ',directive
' Sets the title for this dialog.\n \n',non-directive
' Button id for a \"Deselect All\" button (value 19).\n',non-directive
'@see IPageChangingListener\n ',non-directive
'@param foreground Color the foreground color (maybe <code>null</code>)\n ',directive
'This method will update the\n button, if it exists.\n \n',directive
' Checks whether the text input field contains a valid value or not.\n\n @return <code>true</code> if the field value is valid,\n   and <code>false</code> if invalid\n',non-directive
'@since 3.4\n',non-directive
' Adds the given field editor to this page.\n\n ',non-directive
'@param end the new end\n ',non-directive
?,non-directive
'<p>\nWhen these are in place for a UDT, calling the methods\n<code>ResultSet.getObject</code> or <code>CallableStatement.getObject</code> \non that UDT will automatically retrieve the custom mapping for it. ',directive
'However, clients are also free to implement this \n interface if <code>WizardDialog</code> does not suit their needs.\n ',directive
'Returns the default-default value (<code>0</code>) if there\n is no preference with the given name, or if the current value \n cannot be treated as an integter.\n\n ',directive
'This method fails if the value does not represent a long.\n\n ',non-directive
'@link #lazySortedMap(SortedMap,Transformer)}\n  ',non-directive
'Returns the default-default value (<code>0.0</code>) if there\n is no default preference with the given name, or if the default \n value cannot be treated as a double.\n\n ',directive
'<a name=\"MemoryVisibility\">\n<h2> Memory Consistency Properties </h2>\n\n<a href=\"http://java.sun.com/docs/books/jls/third_edition/html/memory.html\">\nChapter 17 of the Java Language Specification</a> defines the\n<i>happens-before</i> relation on memory operations such as reads and\nwrites of shared variables.  ',directive
'<li>Synchronized - synchronizes method access for multi-threaded environments\n',directive
' <i>(Violation)</i>\n Returns <code>true</code> if the bag contains all elements in\n the given collection, respecting cardinality.  That is, if the\n given collection <code>coll</code> contains <code>n</code> copies\n of a given object, calling {@link #getCount(Object)} on that object must\n be <code>&gt;= n</code> for all <code>n</code> in <code>coll</code>.\n <p>\n The {@link Collection#containsAll(Collection)} method specifies\n that cardinality should <i>not</i> be respected; this method should\n return true if the bag contains at least one of every object contained\n in the given collection.\n \n @param coll  the collection to check against\n @return <code>true</code> if the Bag contains all the collection\n',directive
' Creates a path field editor.\n \n',non-directive
' Converts the given float object to a string.\n ',non-directive
'@return the symbolic font name\n',non-directive
'@link Iterator#next()} method will return the lesser of\n <code>A.next()</code> and <code>B.next()</code>.\n ',non-directive
' Return the currently displayed color.\n \n @return <code>RGB</code>\n',non-directive
' Returns the number of lines touched by <code>selection</code>. Note that for linear\n selections, this is the number of contained delimiters plus 1.\n \n @param selection the selection\n @return the number of lines touched by <code>selection</code>\n @throws BadLocationException if accessing the document failed\n',directive
?,non-directive
' Gets an iterator that provides an ordered iteration over the elements\n contained in an array of {@link Iterator}s.\n <p>\n Given two ordered {@link Iterator}s <code>A</code> and <code>B</code>,\n the {@link Iterator#next()} method will return the lesser of\n <code>A.next()</code> and <code>B.next()</code> and so on.\n <p>\n The comparator is optional. If null is specified then natural order is used.\n\n @param comparator  the comparator to use, may be null for natural order\n @param iterators  the iterators to use, not null or empty or contain nulls\n @return a combination iterator over the iterators\n @throws NullPointerException if iterators array is null or contains a null\n',directive
'@since 3.3\n',non-directive
' Initialize the progress bar.\n \n @param max\n            The maximum value.\n',non-directive
?,non-directive
?,non-directive
'@link LineIndexOutOfBoundsException} being\n thrown.\n ',directive
' Sets the hover later returned by {',non-directive
' Initialize the progress bar to be animated.\n',non-directive
'@throws UnsupportedOperationException if the dialog does not support trays,\n            for example if it uses a custom layout.\n',directive
'@throws IllegalArgumentException\n             if type is not one of HORIZONTAL or VERTICAL\n',directive
?,non-directive
' A delayed input change listener that forwards delayed input changes to an information control replacer.\n\n @since 3.4\n',non-directive
'In particular:\n\n<ul>\n\n  ',non-directive
' Sets the wizard page that would typically be shown \n if the user was to press the Back button.\n <p>\n This method is called by the container.\n </p>\n\n @param page the previous wizard page\n',directive
' Creates an empty font registry.\n \n @param display\n            the <code>Display</code>\n @param cleanOnDisplayDisposal\n            whether all fonts allocated by this <code>FontRegistry</code>\n            should be disposed when the display is disposed\n @since 3.1\n',directive
?,non-directive
?,non-directive
'@link java.util.Iterator Iterator} interface.\n',non-directive
' Gets an iterator that provides an iterator view of the given enumeration.\n\n ',non-directive
'An error message overrides the current\n message until the error message is cleared. ',directive
'If the value is a <code>String</code> and it equals \'true\' ignoring case\n then <code>true</code> is returned, otherwise <code>false</code>.\n ',non-directive
'@param parent the parent control\n ',non-directive
'If the listener is already\n registered with the viewer this call moves the listener to the beginning\n of the list.\n ',directive
'@since 3.3\n',non-directive
' Returns the control responsible for displaying this field editor\'s label.\n This method can be used to set a tooltip for a\n <code>BooleanFieldEditor</code>. Note that the normal pattern of\n <code>getLabelControl(parent).setToolTipText(tooltipText)</code> does not\n work for boolean field editors, as it can lead to duplicate text (see bug\n 259952).\n \n @param parent\n            the parent composite\n @return the control responsible for displaying the label\n \n @since 3.5\n',directive
'@param display the Display\n',non-directive
'No info text is shown if <code>getText(Object)</code> returns <code>null</code>.\n   ',directive
'Returns the default-default value (<code>0L</code>) if there\n is no default preference with the given name, or if the default \n value cannot be treated as a long.\n\n ',directive
?,non-directive
' The standard implementation of the {@link org.eclipse.jface.contentassist.ISubjectControlContentAssistant} interface.\n Usually, clients instantiate this class and configure it before using it.\n\n @since 3.0\n @deprecated As of 3.2, replaced by Platform UI\'s field assist support *\n',directive
' Extends {@link org.eclipse.jface.text.contentassist.IContentAssistant} to\n allow to install a content assistant on the given\n {@linkplain org.eclipse.jface.contentassist.IContentAssistSubjectControl content assist subject control}.\n\n @since 3.0\n @deprecated As of 3.2, replaced by Platform UI\'s field assist support\n',directive
'@return the Set of unique Bag elements\n',non-directive
?,non-directive
?,non-directive
'<code>open</code> is non-blocking.\n \n',directive
' The BufferUnderflowException is used when the buffer is already empty.\n <p>\n NOTE: From version 3.0, this exception extends NoSuchElementException.\n\n @since Commons Collections 2.1\n @version $Revision: 956279 $ $Date: 2010-06-19 21:47:48 +0200 (Sat, 19 Jun 2010) $\n\n @author Avalon\n @author Berin Loritsch\n @author Jeff Turner\n @author Paul Jack\n @author Stephen Colebourne\n',directive
'</p>\n <p>\n If there is more than one modal dialog is open the second one should be\n parented off of the shell of the first one otherwise it is possible that the\n OS will give focus to the first dialog potentially blocking the UI.\n ',directive
'@link java.util.concurrent.LinkedBlockingDeque}\nprovides an implementation.\n\n\n',directive
'Positive values move toward the lower-right, negative\n values move toward the upper-left.\n \n',directive
'@throws DataFormatException thrown if request string could not seperated\n',non-directive
'<li>An unlock ({@code synchronized} block or method exit) of a\n  monitor <i>happens-before</i> every subsequent lock ({@code synchronized}\n  block or method entry) of that same monitor. ',directive
'@since 3.0\n',non-directive
?,non-directive
'The typical usage is to establish the defaults for all known preferences\n and then restore previously stored values for preferences whose values \n were different from their defaults. ',directive
'A\nweakly consistent iterator is thread-safe, but does not necessarily\nfreeze the collection while iterating, so it may (or may not) reflect\nany updates since the iterator was created.\n\n',directive
'<li>pack(true)</li>\n ',non-directive
'@param parentShell\n            the parent shell of the dialog, or <code>null</code> if none\n ',non-directive
' Button id for a \"Skip\" button (value 5).\n',non-directive
'There is normally no need to call this method since\n <code>setValue</code> and <code>setToDefault</code> report such\n events in due course. ',directive
'The font\'s name is used as font family, a <code>sans-serif</code> default font family is\n appended for the case that the given font name is not available.\n ',directive
' @param display the display the color is from\n @return the border Color for widgets that display errors.\n @see SWT#COLOR_WIDGET_DARK_SHADOW\n @see Display#getSystemColor(int)\n',directive
'@return the name of this page\n',non-directive
'</p>\n <p>\n Clients who need a preference store may implement this interface or \n instantiate the standard implementation <code>PreferenceStore</code>.\n ',directive
'@throws FunctorException (runtime) if the factory cannot create an object\n',non-directive
'<li>Actions taken by the asynchronous computation represented by a\n  {@code Future} <i>happen-before</i> actions subsequent to the\n  retrieval of the result via {@code Future.get()} in another thread.\n\n  ',directive
?,non-directive
' Called just after the operation is run. Default behaviour is to decrement\n the nesting depth, and close the dialog.\n \n @since 3.0\n',directive
' Sets the length of this range, keeping {@link #end()} constant.\n\n @param length the new length, must be &gt; 0 and &lt;= {@link #end()}\n @throws LineIndexOutOfBoundsException if <code>length</code> &lt;= 0\n',directive
'@param descriptor the ImageDescriptor\n ',non-directive
' Makes the given page visible.\n <p>\n This method should not be use for normal page\n sequencing (back, next) which is handled by the \n container itself. It may, however, be used to\n move to another page in response to some custom\n action such as double clicking in a list.\n </p>\n\n @param page the page to show\n @see #getCurrentPage\n',directive
' Set the value to be used for Scale.setMinumum(int) and update the\n scale.\n \n',non-directive
'\n\nProvides classes and interfaces for obtaining reflective\ninformation about classes and objects.  Reflection allows\nprogrammatic access to information about the fields, methods\nand constructors of loaded classes, and the use of reflected fields,\nmethods, and constructors to operate on their underlying\ncounterparts, within security restrictions.\n<p>\n<code>AccessibleObject</code> allows supression of access checks if\nthe necessary <code>ReflectPermission</code> is available.\n<p>\n<code>Array</code> provides static methods to dynamically create and\naccess arrays.\n<p>\nClasses in this package, along with <code>java.lang.Class</code>\naccommodate applications such as debuggers, interpreters, object\ninspectors, class browsers, and services such as Object Serialization\nand JavaBeans that need access to either the public members of a\ntarget object (based on its runtime class) or the members declared by\na given class.\n\n<!--\n<h2>Package Specification</h2>\n\n##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT #####\n<ul>\n  <li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  <li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n-->\n\n@since JDK1.1\n',directive
'</p>\n ',non-directive
'Creates the described font on demand.\n ',non-directive
'@param message\n            the message to show in this dialog, or <code>null</code> to\n            indicate that the error\'s message should be shown as the\n            primary message\n ',directive
' Creates a Closure that will invoke a specific method on the closure\'s\n input object by reflection.\n\n @see org.apache.commons.collections.functors.InvokerTransformer\n @see org.apache.commons.collections.functors.TransformerClosure\n \n @param methodName  the name of the method\n @return the <code>invoker</code> closure\n @throws IllegalArgumentException if the method name is null\n',directive
'An instance of one of\nthese subclasses encapsulates a single reference to a particular object, called\nthe <em>referent</em>.  ',directive
'@link org.apache.commons.collections.Predicate Predicate},\n{',non-directive
' PixelConverter performs various conversions from device-independent units\n (such as DLUs or characters) to pixels. ',non-directive
' Sets the title image to be shown in the title area of this dialog.\n \n',non-directive
' Returns the preference page in which this field editor\n appears.\n\n @return the preference page, or <code>null</code> if none\n @deprecated use #getPage()\n',non-directive
?,non-directive
'@link Iterator}s\n one after another.\n\n ',directive
' Hides any open pop-ups.\n',non-directive
' Callback to signal this content assistant that the presentation of the context information has been stopped.\n @since 2.1\n',directive
'Other than using the field to manage \nthe decorations themselves, clients are expected to interact \ndirectly with the control.  \n',non-directive
' A field editor for a color type preference.\n',non-directive
'@throws LineIndexOutOfBoundsException if the parameters violate the invariant of\n         {',directive
'<p>\n All characters that have codes less than or equal to <code>\'&#92;u0020\'</code> \n (the space character) are considered to be a white space.\n ',directive
'@return a combination iterator over the iterators\n ',non-directive
' Controls whether the wizard needs Previous and Next buttons even if it\n currently contains only one page.\n <p>\n This flag should be set on wizards where the first wizard page adds\n follow-on wizard pages based on user input.\n </p>\n \n @param b\n            <code>true</code> to always show Next and Previous buttons,\n            and <code>false</code> to suppress Next and Previous buttons\n            for single page wizards\n',directive
'@return a text edit describing the operation needed to delete <code>selection</code>\n ',non-directive
'Returns the default-default value (<code>POINT_DEFAULT_DEFAULT</code>) \n is no default preference with the given name, or if the default \n value cannot be treated as a point.\n\n ',directive
'A standard directory\n dialog appears when the user presses the change button.\n',non-directive
?,non-directive
'@return the preference store , or <code>null</code> if none\n',directive
?,non-directive
' Create a new Closure that calls one of the closures depending \n on the predicates.\n <p>\n The closure at array location 0 is called if the predicate at array \n location 0 returned true. Each predicate is evaluated\n until one returns true.\n \n @see org.apache.commons.collections.functors.SwitchClosure\n \n @param predicates  an array of predicates to check, not null\n @param closures  an array of closures to call, not null\n @return the <code>switch</code> closure\n @throws IllegalArgumentException if the either array is null\n @throws IllegalArgumentException if any element in the arrays is null\n @throws IllegalArgumentException if the arrays are different sizes\n',directive
' Pre-order traversal means visit the root first,\n then the children.\n',non-directive
?,non-directive
'@return the top level control or <code>null</code>\n',directive
'Convenience method equivalent to\n \n <pre>\n JFaceResources.getImageRegistry().get(key)\n </pre>\n \n ',directive
' Creates a new exception.\n',non-directive
'@link java.lang.ref.Reference}</code> class.  ',non-directive
'@param minHeight\n            the minimum page height\n ',non-directive
' Enables the content assistant\'s auto insertion mode. If enabled,\n the content assistant inserts a proposal automatically if it is\n the only proposal. In the case of ambiguities, the user must\n make the choice.\n\n @param enabled indicates whether auto insertion is enabled or not\n @since 2.0\n',directive
'<p>\n The ability to change this allows the same field editor object\n to be reused for different preferences.\n ',directive
?,non-directive
'</p>\n <p>\n Field editors should be used in conjunction with a field \n editor preference page (<code>FieldEditorPreferencePage</code>)\n which coordinates everything and provides the message line\n which display messages emanating from the editor.\n ',directive
?,non-directive
?,non-directive
' The cancel button has been pressed.\n \n @since 3.0\n',non-directive
?,non-directive
'</OL>\n\n',non-directive
'@param font the font to use\n ',non-directive
'@param parent - the composite to parent the page\n \n ',non-directive
'@link #create(DeviceResourceDescriptor)}. \n ',non-directive
'\n<p>\nThis package contains implementations of collection and map related key/value classes.\nThese are usually used in maps, however they can be used as data holders in any collection.\n<p>\nThe following key/value designs are included:\n<ul>\n<li>Map Entry - various map entry implementations\n<li>KeyValue - a key and value pair, without map entry semantics\n<li>MultiKey - a holder of multiple keys tied together\n</ul>\n</pre>\n',non-directive
'@return the cancel button or <code>null</code>\n \n ',directive
'@param listener\n            a page changing listener\n ',non-directive
' Finds and returns the preference node directly\n below the top at the given path.\n\n ',non-directive
' Sets the parent ruler - the delegating column must call this method as soon as it creates its\n control.\n\n ',directive
'\n<p>\nThis package contains implementations of the\n{@link java.util.List List} interface.\n</p>\n<p>\nThe following implementations are provided in the package:\n<ul>\n<li>TreeList - a list that is optimised for insertions and removals at any index in the list</li>\n<li>CursorableLinkedList - a list that can be modified while the listIterator (cursor) is being used</li>\n<li>NodeCachingLinkedList - a linked list that caches the storage nodes for a performance gain</li>\n</ul>\n</p>\n<p>\nThe following decorators are provided in the package:\n<ul>\n<li>Synchronized - synchronizes method access for multi-threaded environments</li>\n<li>Unmodifiable - ensures the collection cannot be altered</li>\n<li>Predicated - ensures that only elements that are valid according to a predicate can be added</li>\n<li>Typed - ensures that only elements that are of a specific type can be added</li>\n<li>Transformed - transforms each element added</li>\n<li>FixedSize - ensures that the size of the list cannot change</li>\n<li>Lazy - creates objects in the list on demand</li>\n<li>Growth - grows the list instead of erroring when set/add used with index beyond the list size</li>\n<li>SetUnique - a list that avoids duplicate entries like a Set</li>\n</ul>\n</p>\n',directive
?,non-directive
'<p>\n A <code>Transformer</code> converts the input object to the output object.\n ',non-directive
?,non-directive
?,non-directive
'@link java.util.concurrent.locks.ReadWriteLock} interface\nsimilarly defines locks that may be shared among readers but are\nexclusive to writers.  ',directive
' Create a new Transformer that calls one of two transformers depending \n on the specified predicate.\n \n',directive
' Creates a boolean field editor in the default style.\n \n',non-directive
' Returns the progress monitor to use for operations run in this progress\n dialog.\n \n',non-directive
'@throws DeviceResourceException if the resource does not exist yet and cannot\n be created for any reason.\n \n',directive
'Paths represent directories or libraries\n                        (commonly referred to as JAR or zip libraries on\n                        many platforms). \t\t\t\n                        ',non-directive
'A visual feedback can be configured via {',directive
'</p></li> \n      \n  ',non-directive
'More than one agent may use the same <i>jarpath</i>.\n',directive
'If auto\n activation will be enabled, without further configuration steps, this content assistant\n is activated after a 500 ms delay. ',directive
'@return the next page, or <code>null</code> if none\n',directive
'<li>Typed - ensures that only elements that are of a specific type can be added</li>\n',directive
'The JVM first attempts to\ninvoke the following method on the agent class:\n\n<blockquote>\n<code>public static void\npremain(String agentArgs, Instrumentation inst);\n</code>\n</blockquote>\n\n<P>\nIf the agent class does not implement this method then the JVM will attempt to invoke:\n\n<blockquote>\n<code>public static void\npremain(String agentArgs);\n</code>\n</blockquote>\n\n<P>\nThe agent class may also have an <code>agentmain</code> method for use when the agent is started \nafter VM startup. ',directive
' Sets the margins for layouts created with this factory. The margins are\n the distance between the outer cells and the edge of the layout.\n \n @param margins\n            margin size (pixels)\n @return this\n @see #spacing(int)\n',directive
' Disposes the SWT resources allocated by this\n dialog page.\n',directive
'Restore the previously displayed message if\n there is one, if not restore the title label.\n  \n',directive
'If either hint is set to SWT.DEFAULT, the\n control\'s preferred size is used.\n \n',directive
' Updates this dialog\'s controls to reflect the current page.\n',non-directive
'<p>\n The class <code>WizardDialog</code> provides a fully functional \n implementation of this interface which will meet the needs of\n most clients. ',directive
'@param writer\n            a Writer specifying the stream the settings are written in.\n ',non-directive
'Note: GridLayout treats a minimum size of 0\n as an undocumented special value, so the smallest possible minimum size \n is a size of 1. ',directive
?,non-directive
' Saves the current enable/disable state of the given control and its\n descendents in the returned object except for the given list of exception\n cases; the controls that are saved are also disabled.\n \n',directive
